6566;Goddard Riverside Community Center;ACT Program;140 West 140th Street;Basement B;New York, NY 10030;(212) 531-2727;;;
6567;Graham/Windham Servs Families;Children;Manhattan Mental Health Center;274 West 145th Street;Floor 2;New York, NY 10039;(212) 368-4100;;
6568;Greenwich House Inc;Greenwich House Childrens Safety Proj;27 Barrow Street;2nd Floor;New York, NY 10014;(212) 242-4140x237;;;
6569;Greenwich House Inc;Senior Citizens Hlth/Consultation Ctr;27 Barrow Street;3rd Floor;New York, NY 10014;(212) 242-4140x252;Intake: (212) 242-4140x251;;
6570;Hamilton Madison House Inc;Asian American Behavioral Health Servs;253 South Street;New York, NY 10002;(212) 720-4540;Intake: (212) 720-4520;;;
6571;F43 F44 F92;Hamilton Madison House Inc;PROSpect Place;253 South Street;3rd Floor;New York, NY 10002;(212) 720-4540;;
6572;Harlem Bay Network PROS;116 East 124th Street;New York, NY 10035;(212) 876-6083x1004;;;;;
6573;Harlem Hospital Center;Behavioral Health/Psychiatry;506 Lenox Avenue;New York, NY 10037;(212) 939-1000;Intake: (212) 939-3325;;;
6574;AH F4 F19 F25 F28 F36 F43 F70 F81 SP;Henry Street Settlement;Community Consultation Center;40 Montgomery Street;New York, NY 10002;(212) 233-5032;;;
6575;Institute for Family Health;16 East 16th Street;New York, NY 10003;(212) 633-0800x1337;Intake: (212) 924-7744x4;;;;
6576;Institute for Family Health;Center for Counseling of Harlem;1824 Madison Avenue;2nd Floor;New York, NY 10035;(212) 423-4200;Intake: (212) 423-4500;;
6577;Inwood Community Services Inc;Get Centered Mental Health Clinic;651 Academy Street;New York, NY 10034;(212) 942-0043;Intakes: (212) 942-0043x127 (212) 942-;0043x129;;
6578;JGB MH and Mental Retardation Servs;15 West 65th Street;New York, NY 10023;(212) 769-6263;Intake: (212) 769-7800;;;;
6579;Jewish Board of Family/Childrens Servs;Child Development and Learning Ctr;34 West 139th Street;Ground Floor;New York, NY 10037;(212) 690-7234;Intakes: (844) 663-2255 (212) 584-8495;;
6580;Jewish Board of Family/Childrens Servs;Manhattan West Counseling Center;135 West 50th Street;6th Floor;New York, NY 10020;(212) 632-4700;;;
6581;F70 SP;Karen Horney Clinic Inc;329 East 62nd Street;New York, NY 10065;(212) 838-4333;Intake: (212) 838-4333x137;;;
6582;Lenox Hill Hospital;Behavioral Health;100 East 77th Street;New York, NY 10075;(212) 434-2000;Intake: (212) 434-2680;;;
6583;Lenox Hill Hospital;Outpatient Center for Mental Health;210 East 64th Street;4th Floor;New York, NY 10065;(212) 434-3365;;;
6584;Lower Eastside Service Center Inc;Continuing Day Treatment Program;46 East Broadway;2nd Floor;New York, NY 10002;(212) 343-3520;Intake: (212) 343-3522;;
6585;Manhattan Psychiatric Center;125th Street Clinic;163 West 125th Street;New York, NY 10027;(212) 961-8700;;;;
6586;F31 F47 F66 F70 F81 SP;Manhattan Psychiatric Center;Psychiatric Inpatient Unit;Wards Island Complex;New York, NY 10035;(646) 672-6000;;;
6587;Metropolitan Center for Mental Health;160 West 86th Street;New York, NY 10024;(212) 362-8755;;;;;
6588;Metropolitan Center for Mental Health;336 Central Park West;New York, NY 10025;(212) 864-3666;Intake: (212) 864-8666;;;;
6589;Mount Sinai Adolescent Health Center;312 East 94th Street;New York, NY 10128;(212) 423-2900;Intake: (212) 423-2981;;;;
6590;Mount Sinai Medical Center;Behavioral Health Unit;1 Gustave L Levy Place;P.O. Box 1230;New York, NY 10029;(212) 659-8785;Intake: (212) 241-5713;;
6591;Mount Sinai Medical Center;Psychiatric Continuing Day Treatment;1 Gustave L Levy Place;P.O. Box 1268;New York, NY 10029;(212) 241-6111;Intake: (212) 241-6903;;
6592;Mount Sinai West;Ctr for Int Trt of Personality Dis;1000 Tenth Avenue;6th Floor;New York, NY 10019;(212) 523-6983;Intakes: (212) 280-0100 (212) 523-6491;;
6593;NY Psychiatric Institute;Wash Heights Comm Servs Audubon;Clinic;513 West 166th Street;4th Floor;New York, NY 10032;(212) 928-8300;;
6594;NYC/HHC Bellevue Hospital Center;Child and Adolescent Partial Hospital;462 First Avenue;21st Floor;New York, NY 10016;(212) 562-8959;Intakes: (212) 562-6548 (212) 562-4262;;
6595;NYC/HHC Gouverneur Hosp D T C SN;Dept of Behavioral Health;227 Madison Street;5th Floor, Ambulatory Care Pavillion;New York, NY 10002;(212) 238-7350;Intake: (212) 238-7386;;
6596;F17 SP;NYC/HHC Harlem Hospital Center;CSS Program/Womens Pavillion Room;332;16 West 137th Street;Womens Pavilion, 3rd Floor;New York, NY 10037;(212) 939-1000;Intake: (212) 939-4100
6597;NYC/HHC Harlem Hospital Center;Division of Child and Adolescent Psych;Samuel Kountz Pavilion;15 West 136th Street, 5th Floor;New York, NY 10037;(212) 939-3368;Intake: (212) 939-3370;;
6598;NYC/HHC Metropolitan Hospital;Center;Metropolitan Hosp Adult Mental HC;1900 2nd Avenue;10th Floor;New York, NY 10029;(212) 423-6645;Intake: (212) 423-6528;
6599;F81 SP;NYC/HHC Metropolitan Hospital;Center;Metropolitan Hospital Day Trt Prog;1900 First Avenue;New York, NY 10029;(212) 423-6262;Intakes: (212) 423-7108 (212) 423-8032;
6600;NYS Psychiatric Institute;Wash Heights Comm Servs Inwood Clinic;26 Sherman Avenue;New York, NY 10040;(212) 942-8500;;;;
6601;New Alternatives for Children Inc;NAC Mental Health Clinic;37 West 26th Street;6th Floor;New York, NY 10010;(212) 696-1550;Intakes: (646) 352-9034 (646) 352-9011;;
6602;New York Foundling Hospital;Mental Health Clinic;2090 Adam Clayton Powell Jr Boulevard;Suite 780;New York, NY 10027;(917) 485-7280;;;
6603;New York Gracie Square Hospital Inc;Inpatient Unit;420 East 76th Street;2nd-5th Floors;New York, NY 10021;(212) 988-4400;Intakes: (212) 434-5300 (212) 434-5415;;
6604;New York Presbyterian Hospital;School Based Mental Health Program;3959 Broadway;6th Floor North;New York, NY 10032;(212) 305-0924;Intake: (212) 305-6009;;
6605;New York Presbyterian Hospital-Cornell;Payne Whitney Manhattan/Continuing;Day;425 East 61st Street;PH 13;New York, NY 10065;(212) 821-0883;Intake: (888) 699-5700;
6606;New York Psychiatric Institute;1051 Riverside Drive;New York, NY 10032;(646) 774-5000;Intakes: (212) 928-8300 (212) 942-8500;;;;
6607;New York University Hospitals Center;Tisch Hosp Inpatient Psychiatric Unit;530 First Avenue;10th Floor;New York, NY 10016;(212) 263-5420;Intake: (212) 263-5567;;
6608;Northside Center for Child Development;35 East 110th Street;New York, NY 10029;(212) 426-3400;Intake: (212) 426-3417;;;;
6609;Northside Center for Child Development;HBCI 1;35 East 110th Street;New York, NY 10029;(212) 426-3400;;;;
6610;Northside Center for Child Development;Home Based Crisis Intervention II;35 East 110th Street;New York, NY 10029;(212) 426-3400;;;;
6611;Program for Anxiety/Traumatic Stress;Weill Cornell Medical College;425 East 61st Street;New York, NY 10065;(212) 821-0783;;;;
6612;Ryan/NENA;279 East 3rd Street;New York, NY 10009;(212) 477-8500;;;;;
6613;SES Operating Corp/DBA Harlem East;Life Plan Counseling Center;2367-69 2nd Avenue;New York, NY 10035;(212) 876-2300x124;Intake: (212) 876-2300x174;;;
6614;SUS Mental Health Programs Inc;SUS SH/PC Long Stay Kings Comm;Servs;305 7th Avenue;Floor 10;New York, NY 10001;(212) 633-6900;Intake: (212) 633-6900x1618;
6615;Saint Marks Institute for Mental Hlth;DBA Unitas;57 Saint Marks Place;New York, NY 10003;(212) 982-3470;;;;
6616;Shiloh Consulting LLC;214 W 29TH ST;Suite 703;New York, NY 10001;(212) 564-7631;;;;
6617;Therapeutic Early Childhood Center;Preschool Day Treatment;35 East 110th Street;3rd Floor;New York, NY 10029;(212) 426-3400;Intake: (212) 426-3400x3471;;
6618;Union Settlement Association Inc;James Weldon Johnson Counseling Center;2089 Third Avenue;New York, NY 10029;(212) 828-6144;;;;
6619;University Settlement Society of NY;Victory Guild Consultation Center;184 Eldridge Street;New York, NY 10002;(212) 453-4505x4505;Intake: (212) 453-4522;;;
6620;Upper Manhattan MH Center Inc;Adult Outpatient Clinic;1727 Amsterdam Avenue;New York, NY 10031;(212) 694-9200x426;Intake: (212) 694-9200x544;;;
6621;VA NY Harbor Healthcare System;Manhattan Campus;423 East 23rd Street;New York, NY 10010;(212) 686-7500x7521;Intake: (212) 686-7500x7529;;;
6622;Visiting Nurse Service of New York;Manhattan Geriatric Outreach;148 West 125th Street;Floor 4;New York, NY 10027;(212) 609-7788;Intake: (212) 609-1755;;
6623;William A White Institute;20 West 74th Street;New York, NY 10023;(212) 873-0725x26;Intakes: (212) 873-0725 (212) 873-0726;;;;
6624;William F Ryan Community Health;Center;Ryan Center Annex;801 Amsterdam Avenue;New York, NY 10025;(212) 769-7200;;;
6625;460 West 34th Street;New York, NY 10001;(212) 273-6100;Intake: (212) 273-6182x0;;;;;
6626;Newark Wayne Community Hospital Inc;Newark Wayne Hosp Psych Inpt Unit;1200 Driving Park Avenue;Newark, NY 14513;(315) 332-2311;;;;
6627;Newburgh Family Counseling Center;21-23 Grand Street;Newburgh, NY 12550;(845) 562-7244x8355;Intake: (888) 750-2266;;;;
6628;AH F36 SP;Orange County Dept of Mental Health;Child and Family Clinic;141 Broadway Street;Newburgh, NY 12550;(845) 568-5260;;;
6629;Rockland Psychiatric Center;Newburgh Mental Health Clinic;280 Broadway Street;Suite 200;Newburgh, NY 12550;(845) 562-7326;Intake: (845) 562-7326x222;;
6630;Community Missions Inc;Apartment Program;1134 B Cleveland Avenue;Niagara Falls, NY 14305;(716) 282-2654;Intake: (716) 285-3403x2275;;;
6631;Community Missions Inc;Niagara Visions PROS;418 Third Street;Suite 101;Niagara Falls, NY 14301;(716) 205-8708;;;
6632;Hansen House 24 Hour;24 Hour Supervised Community;Residence;1134 A Cleveland Avenue;Niagara Falls, NY 14305;(716) 282-1983;Intake: (716) 285-3403x2275;;
6633;Horizon Health Services Inc;Niagara Falls Recovery Center;6520 Niagara Falls Boulevard;Niagara Falls, NY 14304;(716) 283-2000;Intake: (716) 831-1800;;;
6634;Niagara County Dept of Mental Health;Niagara Falls Outpatient Clinic;1001 11th Street;Niagara Falls, NY 14301;(716) 278-1940;;;;
6635;Niagara Falls Memorial Medical Center;Behavioral Health;621 10th Street;Niagara Falls, NY 14302;(716) 278-4000x4580;Intake: (716) 278-4541;;;
6636;Sagamore Childrens Psychiartic Center;North Babylon Day Treatment Program;550 Mount Avenue;North Babylon, NY 11703;(631) 491-4355;;;;
6637;Lake Shore Behavioral Health;North Collins Mental Health Services;2107 Spruce Street;North Collins, NY 14111;(716) 337-3706;Intake: (716) 884-0888;;;
6638;Lake Shore Behavioral Health;North Collins PROS;2107 Spruce Street;North Collins, NY 14111;(716) 337-3706;Intake: (716) 884-0888;;;
6639;Canal View 24 Hour Supervised;Community Residence;416 Sweeney Street;North Tonawanda, NY 14120;(716) 695-0452;Intake: (716) 285-3403x2275;;;
6640;Dale Association Inc;The Dale Assoc Counseling Trt Ctr;624 River Road;Suite 8;North Tonawanda, NY 14120;(716) 693-9961;;;
6641;North Tonananda Recovery and Trt;Buffalo Psychiatric Center;15 Webster Street;North Tonawanda, NY 14120;(716) 694-1225;;;;
6642;Northport VAMC;Mental Hygiene (116A);79 Middleville Road;Northport, NY 11768;(631) 261-4400x2785;Intake: (631) 261-4400x0;;;
6643;Chenango Co Behavioral Health Services;5 Court Street;County Office Building, Suite 42;Norwich, NY 13815;(607) 337-1600;;;;
6644;Skills Unlimited Inc;405 Locust Avenue;Oakdale, NY 11769;(631) 567-1626x118;Intake: (631) 567-3320;;;;
6645;Skills Unlimited Inc;Success PROS;405 Locust Avenue;Oakdale, NY 11769;(631) 567-1626x107;Intake: (631) 580-5319;;;
6646;South Nassau Communities Hospital;Inpatient Psychiatric Unit;1 Healthy Way;Suite D-4;Oceanside, NY 11572;(516) 632-3937;Intakes: (516) 632-3900 (516) 377-5400;;
6647;Claxton Hepburn Medical Center;Mental Health Unit;214 King Street;Ogdensburg, NY 13669;(315) 393-3600x5210;Intake: (315) 713-5387;;;
6648;Saint Lawrence Psychiatric Center;Ogdensburg Mental Health Clinic;109 Ford Street;Ogdensburg, NY 13669;(315) 394-0101;Intake: (315) 394-0101x104;;;
6649;Family Residence and Essential Ent Inc;Terrys Place PROS;191 Bethpage Sweet Hollow Road;Old Bethpage, NY 11804;(516) 870-1600x1654;Intake: (516) 870-1654;;;
6650;Cattaraugus County Community Services;Foundations for Change PROS Program;203 Laurens Street;Olean, NY 14760;(716) 373-8080x5301;Intake: (716) 373-8080;;;
6651;Cattaraugus County Community Services;Olean Counseling Center;1 Leo Moss Drive;Suite 4308;Olean, NY 14760;(716) 373-8040;Intake: (716) 701-3335;;
6652;Cattaraugus Rehabilitation Center Inc;Cattaraugus Rehab Continuing Day Trt;338 North 15th Street;Olean, NY 14760;(716) 375-4751;Intake: (716) 375-4747;;;
6653;Cattaraugus Rehabilitation Center Inc;Moss Residence;1439 Buffalo Street;Olean, NY 14760;(716) 375-4761;Intake: (716) 375-4747;;;
6654;Cattaraugus Rehabilitation Center Inc;North Union Street Ext Community Res;1439 Buffalo Street;Olean, NY 14760;(716) 375-4761;Intake: (716) 375-4747;;;
6655;Cattaraugus Rehabilitation Center Inc;Prospect Avenue Residence;1439 Buffalo Street;Olean, NY 14760;(716) 375-4761;Intake: (716) 375-4747;;;
6656;Olean General Hospital;Behavioral Health;515 Main Street;Olean, NY 14760;(716) 373-2600x7322;Intake: (716) 375-6296;;;
6657;Consumer Services of Madison County;PROS Clinic;1099 Northside Shopping;Oneida, NY 13421;(315) 363-2451;;;;
6658;Elm Street Community Residence;57 Elm Street;Oneonta, NY 13820;(607) 432-1664;Intake: (607) 547-1621;;;;
6659;Otsego County Community Services;Otsego County Mental Health Clinic;242 Main Street;Oneonta, NY 13820;(607) 433-2343;;;;
6660;Rockland Psychiatric Center;Orangeburg Service Center;140 Old Orangeburg Road;Building 57, First Floor;Orangeburg, NY 10962;(845) 398-7050;Intake: (845) 398-7076;;
6661;Lake Shore Behavioral Health;Abbott Corners PROS;3176 Abbott Road;Orchard Park, NY 14127;(716) 822-2117x241;Intake: (716) 884-0888;;;
6662;Phelps Memorial Hospital Center;Ossining Counseling Services;22 Rockledge Avenue;Ossining, NY 10562;(914) 944-5250;;;;
6663;Oswego Hospital;Behavioral Health Services;74 Bunner Street;Oswego, NY 13126;(315) 349-5511;;;;
6664;Oswego Hospital Inc;MH Center Div Psychiatric Inpt Unit;74 Bunner Street;2nd Floor;Oswego, NY 13126;(315) 326-4100;;;
6665;Syracuse VAMC;Oswego Outpatient Clinic;437 State Route 104 East;Oswego, NY 13126;(315) 207-0120;Intake: (315) 425-4400x53884;;;
6666;Tigoa County Dept of Mental Hygiene;Mental Health Clinic;1062 State Route 38;Owego, NY 13827;(607) 687-4000;Intake: (607) 687-0200;;;
6667;Brookhaven Memorial Hospital Med Ctr;PsychCare at Brookhaven;101 Hospital Road 1 East;Patchogue, NY 11772;(631) 447-3076;;;;
6668;Brookhaven Memorial Hospital Med Ctr;West Mental Health Clinic;365 East Main Street;Patchogue, NY 11772;(631) 854-1222;;;;
6669;Rockland Psychiatric Center;(RPC) Peekskill Clinic Treatment Prog;1040 Main Street;Peekskill, NY 10566;(914) 737-8217x304;Intake: (914) 737-8217x301;;;
6670;Family Services of Westchester Inc;507 5th Avenue;Pelham, NY 10803;(914) 738-1728;Intake: (914) 964-6767;;;;
6671;Crestwood Child/Family Therapy;1 Keuka Business Park;Suite 1000;Penn Yan, NY 14527;(315) 536-6913;;;;
6672;Soldiers and Sailors Memorial Hospital;Psychiatric Unit;418 North Main Street;Penn Yan, NY 14527;(315) 531-2290;;;;
6673;Saint Lawrence Psychiatric Center;Jefferson/Lewis Collabortive Day Trt;32735A County Route 29;Philadelphia, NY 13673;(315) 642-3142;Intake: (315) 323-2339;;;
6674;Central Nassau Guidance and;Csl Servs Inc/Roads to Recovery/PROS;55 West Ames Court;Suite 100;Plainview, NY 11803;(516) 822-6111x2259;Intake: (516) 822-6111x305;;
6675;Behavioral Health Services North Inc;22 U.S. Oval Street;Suite 218;Plattsburgh, NY 12903;(518) 563-8206;Intake: (518) 563-8000;;;
6676;Clinton Cnty Community Services Board;Clinton Cty MH and Addiction;130 Arizona Avenue;Suite 1500;Plattsburgh, NY 12903;(518) 565-4060;;;
6677;Rockland County Dept of Mental Health;North Central Rockland District Clinic;50 Sanatorium Road;Robert L Yeager Hlth Ctr, Building F;Pomona, NY 10970;(845) 364-2391;Intake: (845) 364-2150;;
6678;Family Services of Westchester Inc;1 Gateway Plaza;Floor 4;Port Chester, NY 10573;(914) 937-2320;Intake: (914) 948-8004;;;
6679;Rockland Childrens Psychiatric Center;Central Ulster Clinic Program;c/o BOCES ALP;319 Broadway;Port Ewen, NY 12466;(845) 339-8707;Intakes: (845) 339-8707x2346 (845) 339-;8707x2310;
6680;John T Mather Memorial Hospital;Mather Hospital Mental Health Clinic;125 Oakland Avenue;Suite 303;Port Jefferson, NY 11777;(631) 729-2140;;;
6681;John T Mather Memorial Hospital;Partial Hospitalization;100 Highlands Boulevard;2nd Floor;Port Jefferson, NY 11777;(631) 473-3877x7956;Intake: (631) 473-3877;;
6682;Bon Secours Community Hospital;Mental Health Unit;160 East Main Street;2nd Floor West;Port Jervis, NY 12771;(845) 858-7000;Intake: (845) 206-5305;;
6683;Orange County Dept of Mental Health;Port Jervis Outpatient Clinic;146 Pike Street;Port Jervis, NY 12771;(845) 858-1456;;;;
6684;Astor Adolescent Day Treatment Program;BOCES Alternative Education Academy;900 Dutchess Turnpike;Poughkeepsie, NY 12603;(845) 486-4840x3077;Intake: (845) 486-4840x3051;;;
6685;Astor Adolescent Day Treatment Program;Middle School Satellite;5 Boces Road;Poughkeepsie, NY 12603;(845) 486-4800x5423;Intake: (845) 486-4840;;;
6686;Astor Servs for Children and Families;Adolescent Partial Hosp Program;205 South Avenue;Suite 105;Poughkeepsie, NY 12601;(845) 554-1365;;;
6687;Astor Servs for Children and Families;Csl Servs/Yth and Fam/Pkeepsie Ctr;46 Lincoln Avenue;Poughkeepsie, NY 12601;(845) 471-6004;;;;
6688;Astor Servs for Children and Families;Day Treatment Program;15 Mount Carmel Place;Poughkeepsie, NY 12601;(845) 485-8901;;;;
6689;DC Dept Behavioral/Community Health;Dutchess County Partial Hosp Program;230 North Road;Poughkeepsie, NY 12601;(845) 486-2738;Intakes: (845) 485-9700 (877) 485-9700;;;
6690;Hudson Valley Mental Health Inc;Poughkeepsie Mental Health Clinic;230 North Road;Poughkeepsie, NY 12601;(845) 486-2703;Intake: (845) 485-9700;;;
6691;Hudson Valley Mental Health Inc;Poughkeepsie Mental Health Clinic;29 North Hamilton Street;Poughkeepsie, NY 12601;(845) 486-2703x1313;Intake: (845) 485-9700;;;
6692;MHA of Dutchess County;Beacon Wellness PROS Program;253 Mansion Street;Poughkeepsie, NY 12601;(845) 831-6172;;;;
6693;F4 F28 SP;Poughkeepsie Center PROS;26 Oakley Street;Floor 2;Poughkeepsie, NY 12601;(845) 240-7707;Intake: (888) 750-2266;;
6694;Rockland Childrens Psychiatric Center;Dutchess IDT Falt Point/BOCES;5 BOCES;Special Education Building;Poughkeepsie, NY 12601;(845) 483-3996;;;
6695;Rockland Psychiatric Center;Dutchess Clinic;26 Oakley Street;Poughkeepsie, NY 12601;(845) 486-6330;;;;
6696;VA Hudson Valley Healthcare Sys/FDR;Poughkeepsie Community Clinic;Freedom Executive Park Route 55;488 Freedom Plains, Suite 120;Poughkeepsie, NY 12603;(845) 452-5151;;;
6697;Westchester Medical Center;Mid Hudson Regional Hospital;241 North Road;Poughkeepsie, NY 12601;(845) 431-8283;Intake: (845) 431-8287;;;
6698;Creedmoor Psychiatric Center;79-25 Winchester Boulevard;Building 40;Queens Village, NY 11427;(718) 264-4000;Intake: (718) 264-3600;;;
6699;F47 SP;Creedmoor Psychiatric Center;CPC/Jamaica Wellness and Recovery Ctr;80-45 Winchester Boulevard;CPC South Campus Bldg 21, 1st Floor;Queens Village, NY 11427;(718) 739-5778;;
6700;F81;Creedmoor Psychiatric Center;Queens Village Wellness and Recov Ctr;80-45 Winchester Boulevard;Building 73;Queens Village, NY 11427;(718) 264-3950;Intake: (718) 264-3979;
6701;F42 F47 F70 F81 SP;Lifeline Center for Child;Dev Inc;80-09 Winchester Boulevard;Queens Village, NY 11427;(718) 740-4300;Intakes: (718) 740-4300x224 (718) 740-;4300x253;
6702;Transitional Services for New York Inc;Phase I Supervised Residence;8045 Winchester Boulevard;Building 20;Queens Village, NY 11427;(718) 464-3772;;;
6703;Rensselaer County Department of;Mental Health;1641 3rd Street;Floor 2;Rensselaer, NY 12144;(518) 463-8869;;;
6704;Access Supports for Living;Rhinebeck Center PROS;47 West Market Street;Rhinebeck, NY 12572;(845) 516-1053;Intake: (888) 750-2266;;;
6705;Astor Servs for Children and Families;6339 Mill Street;Rhinebeck, NY 12572;(845) 871-1000;Intake: (845) 871-1523;;;;
6706;Hudson Valley Mental Health Inc;Rhinebeck Mental Health Clinic;47 West Market Street;Suite 2;Rhinebeck, NY 12572;(845) 486-2703x1505;Intake: (845) 485-9700;;
6707;Catholic Charities Neighborhood;Services Glendale Mental Health Clinic;6729 Myrtle Avenue;Ridgewood, NY 11385;(718) 456-7001;;;;
6708;Family Service League Inc;The Freedom Project;75 East Main Street;Riverhead, NY 11901;(631) 284-2565x2100;Intake: (631) 284-2565;;;
6709;Maryhaven Center of Hope Inc;Maryhaven PROS East;127 West Main Street;Riverhead, NY 11901;(631) 727-4044x203;Intakes: (631) 727-4044x206 (631) 727-;4044x201;;
6710;Pilgrim Psychiatric Center;Peconic Center;550 East Main Street;Suite 103;Riverhead, NY 11901;(631) 369-1277;Intake: (631) 761-2012;;
6711;Canandiagua VAMC;Rochester OP Clinic;465 Westfall Road;Rochester, NY 14620;(585) 394-2000;Intake: (585) 463-2668;;;
6712;Catholic Family Center;87 Clinton Avenue North;Rochester, NY 14604;(585) 546-7220x7000;Intake: (585) 546-7220x5603;;;;
6713;DePaul Community Services Inc;DePaul PROS Program;150 Mount Hope Avenue;DePaul City Center;Rochester, NY 14620;(585) 777-3500;;;
6714;Hillside Childrens Center;Residential Treatment Facility;1183 Monroe Avenue;Rochester, NY 14620;(585) 256-7500;;;;
6715;Hillside Childrens Center Inc;Mental Health Center;2075 Scottsville Road;Rochester, NY 14623;(585) 429-2700;Intake: (585) 256-7500;;;
6716;Rochester General Hospital;Inpatient Psychiatric Unit;1425 Portland Avenue;Rochester, NY 14621;(585) 922-3880;;;;
6717;Rochester Psychiatric Center;1111 Elmwood Avenue;Building 60;Rochester, NY 14620;(585) 241-1200;Intake: (585) 241-1387;;;
6718;Rochester Regional Health;Genesee Mental Health Center;224 Alexander Street;Rochester, NY 14607;(585) 922-7770;Intake: (585) 922-7799;;;
6719;Rochester Regional Health;Outpatient Mental Health;100 Pinewild Drive;Suite 2-A;Rochester, NY 14606;(585) 368-6700;;;
6720;Rochester Regional Health;Rochester Mental Health Center;490 East Ridge Road;Rochester, NY 14621;(585) 922-2500;Intake: (585) 922-2704;;;
6721;Rochester Rehabilitation Center Inc;Mental Health Center;1000 Elmwood Avenue;Rochester, NY 14620;(585) 271-2520;;;;
6722;Rochester Rehabilitation Center Inc;Ventures PROS Program;975 Elmwood Avenue;Rochester, NY 14620;(585) 256-3430x1290;Intake: (585) 256-3430x1017;;;
6723;Strong Behavioral Health;Acute/Ambulatory Services;300 Crittenden Boulevard;Rochester, NY 14642;(585) 276-7651;;;;
6724;Strong Behavioral Health;Highland Family Medicine;777 Clinton Avenue South;Rochester, NY 14620;(585) 279-4580;;;;
6725;Strong Mental Health Clinic;Adult Partial;2617 West Henrietta Road;Rochester, NY 14623;(585) 276-7620;;;;
6726;U of Roch Med Ctr/Golisano Childs Hosp;Strong BH/Child and Adolescent Clinic;315 Science Parkway;Rochester, NY 14620;(585) 279-7800;;;;
6727;Unity Hospital;1555 Long Pond Road;Rochester, NY 14626;(585) 723-7000;Intake: (585) 723-7736;;;;
6728;Unity Hospital of Rochester;Psychiatric Inpatient Unit;89 Genesee Street;Unit 4300;Rochester, NY 14611;(585) 368-3600;Intake: (585) 368-3950;;
6729;Univ of Roch Med Ctr/Strong Mem Hosp;Adolescent Partial Hospitalization;300 Crittenden Boulevard;4th Floor;Rochester, NY 14642;(585) 273-1776;;;
6730;Univ of Roch Med Ctr/Strong Mem Hosp;Strong Ties ACT Programs;2613 West Henrietta Road;Rochester, NY 14623;(585) 279-4900;;;;
6731;Villa of Hope;3300 Dewey Avenue;Rochester, NY 14616;(585) 865-1550;Intake: (585) 865-1550x115;;;;
6732;Mercy Medical Center;Behavioral Healthcare Services;1000 North Village Avenue;Rockville Centre, NY 11570;(516) 705-2280;Intake: (516) 705-3400;;;
6733;Mohawk Valley Psychiatric Center;Rome Clinic;227 West Dominick Street;Rome, NY 13440;(315) 336-6230;;;;
6734;Neighborhood Center Behavioral Health;195-199 West Dominick Street;Rome, NY 13440;(315) 272-2730;Intake: (315) 272-2748;;;;
6735;Rome Memorial Hospital;Senior Behavioral Health Unit;1500 North James Street;2nd Floor;Rome, NY 13440;(315) 338-7170;Intakes: (315) 338-7399 (315) 338-7171;;
6736;F42 SP;Syracuse VAMC;Rome Outpatient Clinic;125 Brookley Road;Building 510;Rome, NY 13441;(315) 334-7100;;
6737;Nu health LI Federally Qualified;Health Centers/LIFQHC;380 Nassau Road;Roosevelt, NY 11575;(516) 546-4281;;;;
6738;North Shore Child and Family;Guidance Center;480 Old Westbury Road;Roslyn Heights, NY 11577;(516) 626-1971;Intake: (516) 626-1971x0;;;
6739;F35 F67 SP;;;;;;;;
6740;Elmira Psychiatric Center;Wayne Finger Lakes Day Treatment;4120 Baldwin Road;Rushville, NY 14544;(585) 289-6292;Intakes: (607) 795-2244 (585) 554-6492;;;
6741;Cattaraugus County Community Services;Salamanca Counseling Center;117 1/2 Main Street;Salamanca, NY 14779;(716) 945-5211;Intakes: (716) 701-3335 (716) 373-8040;;;
6742;Adirondack Medical Center;2233 State Route 86;Saranac Lake, NY 12983;(518) 897-2253;;;;;
6743;Four Winds Hospital Saratoga;30 Crescent Avenue;Saratoga Springs, NY 12866;(518) 584-3600;Intakes: (518) 584-3600x3102 (800) 959-;1287x3102;;;
6744;Saratoga Hospital;Mental Health Unit;211 Church Street;Saratoga Springs, NY 12866;(518) 583-8400;Intake: (518) 587-3222;;;
6745;AH F21;;;;;;;;
6746;Rockland Childrens Psychiatric Center;Saugerties Day Treatment;134 Main Street;Cahill Elementary School;Saugerties, NY 12477;(845) 246-5217;;;
6747;Capital District Psychiatric Center;Schenectady County Clinic Treatment;426 Franklin Street;Schenectady, NY 12305;(518) 374-3403;;;;
6748;Ellis Hospital;Ellis Child and Adolescent Trt Servs;624 McClellan Street;Suite 204;Schenectady, NY 12304;(518) 382-2290;Intake: (518) 382-2290x0;;
6749;Ellis Hospital Mental Health Clinic;PROS Program;216 Lafayette Street;Schenectady, NY 12305;(518) 243-3300;Intakes: (518) 243-3300x1 (518) 243-;3300x2;;
6750;Ellis Hospital Psychiatry;Inpatient Units C2,C3 and B3;1101 Nott Street;Schenectady, NY 12308;(518) 243-4162;Intake: (518) 243-4306;;;
6751;Ellis Medicine;;;;;;;;
6752;502 State Street;Schenectady, NY 12305;(518) 831-6960x6955;Intake: (518) 831-6946;;;;;
6753;Northeast Parent/Child Society;Behavioral Health Center;530 Franklin Street;Schenectady, NY 12305;(518) 381-8911;;;;
6754;Schoharie County Community;Mental Health Center;113 Park Place;Schoharie, NY 12157;(518) 295-8336;;;;
6755;Schoharie County Community Mental;Health Ctr/Non Inpatient Crisis;113 Park Place;County Annex Buliding;Schoharie, NY 12157;(518) 295-8336;;;
