,Name,City,State,Zip,Lat,Lon
4841,Counseling Care,Lake Elmo,MN,55042,44.987819,-92.9095
4842,Willow Haven,Lake Elmo,MN,55042,44.987819,-92.9095
4843,Fairview Counseling Center,Lakeville,MN,55044,44.642140000000005,-93.27642800000001
4844,Counseling Services of Southern MN,Le Sueur,MN,56058,44.441772,-93.913721
4845,Meeker Memorial Hospital,Litchfield,MN,55355,45.099092999999996,-94.54130699999999
4846,Woodland Centers,Litchfield,MN,55355,45.099092999999996,-94.54130699999999
4847,Northern Pines Mental Health Center,Little Falls,MN,56345,45.988419,-94.373531
4848,Northern Pines Outreach Office,Long Prairie,MN,56347,45.96669,-94.87204399999999
4849,Southwestern Mental Health Ctr Inc,Luverne,MN,56156,43.66433,-96.223232
4850,Blue Earth County Human Services,Mankato,MN,56001,44.128125,-93.97899
4851,Christian Family Counseling,Mankato,MN,56001,44.128125,-93.97899
4852,Lutheran Social Service of Minnesota,Mankato,MN,56001,44.128125,-93.97899
4853,Mayo Clinic Health System,Mankato,MN,56001,44.128125,-93.97899
4854,South Central Crisis Center,Mankato,MN,56001,44.128125,-93.97899
4855,Avera Marshall Regional Medical Center,Marshall,MN,56258,44.44607,-95.758167
4856,Western Mental Health Center,Marshall,MN,56258,44.44607,-95.758167
4857,Abbott Northwestern Hospital,Minneapolis,MN,55407,44.935036,-93.253029
4858,Saint Josephs Home for Children,Minneapolis,MN,55407,44.935036,-93.253029
4859,Tubman Mental Health Center at,Minneapolis,MN,55407,44.935036,-93.253029
4860,Andrew Residence,Minneapolis,MN,55404,44.961996,-93.261208
4861,Childrens Minnesota,Minneapolis,MN,55404,44.961996,-93.261208
4862,Community University Hlth Care Center,Minneapolis,MN,55404,44.961996,-93.261208
4863,Lutheran Social Service of Minnesota,Minneapolis,MN,55404,44.961996,-93.261208
4864,Mental Health Resources Inc,Minneapolis,MN,55404,44.961996,-93.261208
4865,Touchstone Mental Health,Minneapolis,MN,55404,44.961996,-93.261208
4866,Associated Clinic of Psychology,Minneapolis,MN,55416,44.950191,-93.336325
4867,Health Partners,Minneapolis,MN,55416,44.950191,-93.336325
4868,Tasks Unlimited Training Center,Minneapolis,MN,55416,44.950191,-93.336325
4869,F30 F104 SP,Minneapolis,MN,55449,45.17658,-93.18185799999999
4870,BHSI Golden Valley,Minneapolis,MN,55426,44.958311,-93.374096
4871,Canvas Health Inc,Minneapolis,MN,55423,44.87446,-93.282529
4872,Family Partnership,Minneapolis,MN,55423,44.87446,-93.282529
4873,Headway Emotional Health Services,Minneapolis,MN,55423,44.87446,-93.282529
4874,F37 F44 F48 F92 F153 SP,Minneapolis,MN,55443,45.117609,-93.33811800000001
4875,Fairview Counseling Center,Minneapolis,MN,55421,45.050884,-93.253812
4876,Rescare Community Options Fridley,Minneapolis,MN,55421,45.050884,-93.253812
4877,Fairview Counseling Center,Minneapolis,MN,55454,44.969524,-93.241219
4878,Health Partners,Minneapolis,MN,55454,44.969524,-93.241219
4879,University of Minnesota Medical Center,Minneapolis,MN,55454,44.969524,-93.241219
4880,Fairview Southdale Hospital,Minneapolis,MN,55435,44.873981,-93.335255
4881,Family Life Mental Health Center,Minneapolis,MN,55433,45.160410999999996,-93.314839
4882,Mercy Hospital,Minneapolis,MN,55433,45.160410999999996,-93.314839
4883,AH F37 F92 SP,Minneapolis,MN,55433,45.160410999999996,-93.314839
4884,Family Partnership,Minneapolis,MN,55406,44.938689000000004,-93.22104200000001
4885,Touchstone Residential Treatment,Minneapolis,MN,55406,44.938689000000004,-93.22104200000001
4886,F37 SP,Minneapolis,MN,55414,44.979486,-93.227314
4887,Headway Emotional Health Services,Minneapolis,MN,55427,45.005499,-93.37915
4888,Oasis,Minneapolis,MN,55427,45.005499,-93.37915
4889,Hennepin County Medical Center,Minneapolis,MN,55415,44.9748,-93.25764699999999
4890,F25 F28 F30 F31 F35 F36 F37 F42 F43,Minneapolis,MN,55403,44.97057,-93.284044
4891,People Inc,Minneapolis,MN,55403,44.97057,-93.284044
4892,Volunteers of America of Minnesota,Minneapolis,MN,55403,44.97057,-93.284044
4893,Lee Carlson Ctr for MH and Well Being,Minneapolis,MN,55434,45.163686,-93.250434
4894,Lee Carlson Ctr for MH and Well Being,Minneapolis,MN,55432,45.096702,-93.253726
4895,Unity Hospital,Minneapolis,MN,55432,45.096702,-93.253726
4896,North Point Health and Wellness Center,Minneapolis,MN,55411,44.999009,-93.298363
4897,People Inc Mental Health,Minneapolis,MN,55411,44.999009,-93.298363
4898,Northwest Residence Inc,Minneapolis,MN,55429,45.063552,-93.34109699999999
4899,Residential Treatment,Minneapolis,MN,55420,44.835969,-93.277176
4900,Volunteers of America of Minnesota,Minneapolis,MN,55422,45.009275,-93.341105
4901,Washburn Center for Children,Minneapolis,MN,55405,44.972669,-93.301675
4902,Relate Counseling Center,Minnetonka,MN,55345,44.915442,-93.48443
4903,Woodland Centers,Montevideo,MN,56265,44.999823,-95.706482
4904,Center for Family Counseling,Monticello,MN,55362,45.292082,-93.838711
4905,Lakeland Mental Health Center,Moorhead,MN,56560,46.842028000000006,-96.735562
4906,Sanford Medical Center Behavioral,Moorhead,MN,56560,46.842028000000006,-96.735562
4907,Solutions Behavioral Healthcare,Moorhead,MN,56560,46.842028000000006,-96.735562
4908,New Ulm Medical Center,New Ulm,MN,56073,44.304829999999995,-94.464745
4909,Canvas Health,North Branch,MN,55056,45.508583,-92.953884
4910,Woodland Centers,Olivia,MN,56277,44.756176,-94.98550999999999
4911,Nexus Mille Lacs Academy,Onamia,MN,56359,46.099568,-93.665304
4912,Prairiecare,Osseo,MN,55369,45.127446,-93.445399
4913,Owatonna Hospital,Owatonna,MN,55060,44.059126,-93.22348199999999
4914,Safe Harbour,Owatonna,MN,55060,44.059126,-93.22348199999999
4915,South Central Human Relations Center,Owatonna,MN,55060,44.059126,-93.22348199999999
4916,Southwestern Mental Health Ctr Inc,Pipestone,MN,56164,44.060521,-96.34268399999999
4917,PHS Indian Hospital,Redlake,MN,56671,47.895133,-95.305386
4918,CBHH/Rochester,Rochester,MN,55904,43.959886,-92.400595
4919,Family and Childrens Center,Rochester,MN,55904,43.959886,-92.400595
4920,Zumbro Valley,Rochester,MN,55904,43.959886,-92.400595
4921,Zumbro Valley,Rochester,MN,55904,43.959886,-92.400595
4922,Catholic Charities,Saint Cloud,MN,56303,45.574017,-94.215271
4923,Northway IRTS,Saint Cloud,MN,56303,45.574017,-94.215271
4924,Saint Cloud Hospital,Saint Cloud,MN,56303,45.574017,-94.215271
4925,Catholic Charities,Saint Cloud,MN,56301,45.487084,-94.242777
4926,Catholic Charities,Saint Cloud,MN,56301,45.487084,-94.242777
4927,Lutheran Social Service of Minnesota,Saint Cloud,MN,56304,45.530415999999995,-94.057176
4928,Saint James Clinic,Saint James,MN,56081,43.991089,-94.629348
4929,Amherst H Wilder Foundation,Saint Paul,MN,55104,44.953894,-93.164446
4930,Pathways Counseling Center Inc,Saint Paul,MN,55104,44.953894,-93.164446
4931,BHSI Woodbury,Saint Paul,MN,55125,44.918031,-92.938277
4932,Bethesda Hospital,Saint Paul,MN,55103,44.964258,-93.12262700000001
4933,St Paul Como Community Unit,Saint Paul,MN,55103,44.964258,-93.12262700000001
4934,Thad Wilderson and Associates,Saint Paul,MN,55103,44.964258,-93.12262700000001
4935,Canvas Health Inc,Saint Paul,MN,55118,44.894315,-93.10094699999999
4936,Livingston IRTS Residence,Saint Paul,MN,55118,44.894315,-93.10094699999999
4937,Canvas Health Inc,Saint Paul,MN,55128,44.987546,-92.963553
4938,Childrens Minnesota,Saint Paul,MN,55102,44.931901,-93.121291
4939,Hamm Memorial Psychiatric Clinic,Saint Paul,MN,55102,44.931901,-93.121291
4940,Saint Josephs Hospital,Saint Paul,MN,55102,44.931901,-93.121291
4941,United Hospital,Saint Paul,MN,55102,44.931901,-93.121291
4942,Community Foundations,Saint Paul,MN,55109,45.014551000000004,-93.02553499999999
4943,Health Partners Regions,Saint Paul,MN,55109,45.014551000000004,-93.02553499999999
4944,Saint Johns Hospital,Saint Paul,MN,55109,45.014551000000004,-93.02553499999999
4945,Community Support Programs,Saint Paul,MN,55123,44.808933,-93.138449
4946,Fairview Counseling Center,Saint Paul,MN,55124,44.739461999999996,-93.193842
4947,Mental Health Resources Inc,Saint Paul,MN,55114,44.96669,-93.195072
4948,Northeast Youth and Family Services,Saint Paul,MN,55110,45.089912,-93.005988
4949,Northeast Youth and Family Services,Saint Paul,MN,55126,45.08445,-93.132817
4950,People Inc,Saint Paul,MN,55119,44.937421,-93.007402
4951,Regions Hospital,Saint Paul,MN,55101,44.951483,-93.090649
4952,South Metro Human Services,Saint Paul,MN,55101,44.951483,-93.090649
4953,CBHH/Saint Peter,Saint Peter,MN,56082,44.357287,-94.03696500000001
4954,Counseling Services of,Saint Peter,MN,56082,44.357287,-94.03696500000001
4955,Leo A Hoffmann Center,Saint Peter,MN,56082,44.357287,-94.03696500000001
4956,BHSI Shakopee,Shakopee,MN,55379,44.753976,-93.514608
4957,Scott County Mental Health Center,Shakopee,MN,55379,44.753976,-93.514608
4958,Lakewood Health System,Staples,MN,56479,46.43459,-94.794552
4959,Northern Pines Mental Health Center,Staples,MN,56479,46.43459,-94.794552
4960,FamilyMeans,Stillwater,MN,55082,45.073127,-92.839768
4961,Northern Lights Community Residence,Thief River Falls,MN,56701,48.121195,-96.19203399999999
4962,Pathfinder Childrens Treatment Center,Thief River Falls,MN,56701,48.121195,-96.19203399999999
4963,Sanford Behavioral Health Center,Thief River Falls,MN,56701,48.121195,-96.19203399999999
4964,Human Development Center,Two Harbors,MN,55616,47.170611,-91.642286
4965,Range Mental Health Center Inc,Virginia,MN,55792,47.597028,-92.47968399999999
4966,Range Mental Health Center Inc,Virginia,MN,55792,47.597028,-92.47968399999999
4967,Carver County First Street Center,Waconia,MN,55387,44.869263000000004,-93.778944
4968,Tri County Hospital,Wadena,MN,56482,46.464195000000004,-95.14775300000001
4969,Wadena Area Family Counseling,Wadena,MN,56482,46.464195000000004,-95.14775300000001
4970,South Central Human Relations Center,Waseca,MN,56093,44.05857,-93.519385
4971,Child/Adolescent Behav Health Services,Willmar,MN,56201,45.102185,-95.041816
4972,Community Addiction Recovery,Willmar,MN,56201,45.102185,-95.041816
4973,Rice Memorial Hospital,Willmar,MN,56201,45.102185,-95.041816
4974,Woodland Centers,Willmar,MN,56201,45.102185,-95.041816
4975,Southwestern Mental Health Center Inc,Windom,MN,56101,43.879976,-95.134004
4976,Family and Childrens Center,Winona,MN,55987,43.994226,-91.62544100000001
4977,Hiawatha Valley Mental Health Center,Winona,MN,55987,43.994226,-91.62544100000001
4978,Southwestern Mental Health Ctr Inc,Worthington,MN,56187,43.622754,-95.58306800000001
4979,Southwestern Mental Health Ctr Inc,Worthington,MN,56187,43.622754,-95.58306800000001
4980,Fairview Counseling Center,Wyoming,MN,55092,45.334125,-93.099816
4981,Pioneer Community Hospital of Aberdeen,Aberdeen,MS,39730,33.843635,-88.56561500000001
4982,Region VII Community Counseling Servs,Ackerman,MS,39735,33.353169,-89.187425
4983,Lifecore Health Group,Amory,MS,38821,33.977521,-88.436749
4984,Region III Mental Health Center,Ashland,MS,38603,34.84841,-89.14226
4985,Magnolia Family Counseling Servs Inc,Batesville,MS,38606,34.303262,-89.952316
4986,Merit Health Batesville West,Batesville,MS,38606,34.303262,-89.952316
4987,Millcreek of Batesville,Batesville,MS,38606,34.303262,-89.952316
4988,Region XIII Gulf Coast MH Center,Bay Saint Louis,MS,39520,30.271308,-89.481756
4989,Life Help Mental Health Ctr/Region 6,Belzoni,MS,39038,33.18606,-90.484577
4990,Gulf Coast VAMC,Biloxi,MS,39531,30.403986,-88.966183
4991,Merit Health Biloxi,Biloxi,MS,39530,30.409826000000002,-88.88030400000001
4992,Baptist Memorial Hospital/Booneville,Booneville,MS,38829,34.650609,-88.527209
4993,Region IV Timber Hills MH Services,Booneville,MS,38829,34.650609,-88.527209
4994,Crossgates River Oaks Hospital,Brandon,MS,39042,32.197548,-89.89500600000001
4995,Region 8 Mental Health Services,Brandon,MS,39042,32.197548,-89.89500600000001
4996,Region 8 Mental Health Services,Brookhaven,MS,39601,31.56308,-90.471262
4997,Region 8 Mental Health Services CSU,Brookhaven,MS,39601,31.56308,-90.471262
4998,Region 8 Mental Health Services,Canton,MS,39046,32.632163,-89.983933
4999,Region X Weems CMHC,Carthage,MS,39051,32.778076,-89.490169
5000,Region I Mental Health Center,Charleston,MS,38921,33.982154,-90.144181
5001,Region I Mental Health Center,Clarksdale,MS,38614,34.157044,-90.597737
5002,Region XII Pine Belt MH,Collins,MS,39428,31.651053000000005,-89.57284
5003,Region XII Pine Belt MH,Columbia,MS,39429,31.239384,-89.763166
5004,Baptist Behavioral Healthcare,Columbus,MS,39705,33.587945,-88.441102
5005,Brighter Days I,Columbus,MS,39701,33.393933000000004,-88.504719
5006,Region VII Community Counseling Servs,Columbus,MS,39701,33.393933000000004,-88.504719
5007,Region VII Community Counseling Servs,Columbus,MS,39701,33.393933000000004,-88.504719
5008,Magnolia Regional Health Center,Corinth,MS,38834,34.917111,-88.571777
5009,Region IV Mental Health Services,Corinth,MS,38834,34.917111,-88.571777
5010,Region X Weems CMHC,Decatur,MS,39327,32.446095,-89.118554
5011,Jefferson County Hospital,Fayette,MS,39069,31.686159999999997,-91.043249
5012,SW MS Mental Health Complex,Fayette,MS,39069,31.686159999999997,-91.043249
5013,Shephearst Meadows LLC,Flowood,MS,39232,32.330662,-90.091792
5014,SE Lackey Memorial Hospital,Forest,MS,39074,32.393704,-89.47800699999999
5015,A New Day Senior PSR,Greenville,MS,38701,33.310738,-91.044262
5016,Delta Regional Medical Center,Greenville,MS,38701,33.310738,-91.044262
5017,Life Help,Greenville,MS,38701,33.310738,-91.044262
5018,Life Help,Greenville,MS,38703,33.475662,-91.05283399999999
5019,Greenwood Leflore Hospital,Greenwood,MS,38930,33.538034,-90.154409
5020,Life Help,Greenwood,MS,38930,33.538034,-90.154409
5021,Ray Tribble Senior Care Center,Greenwood,MS,38930,33.538034,-90.154409
5022,Grenada Crisis Stabilization Unit,Grenada,MS,38901,33.762528,-89.802915
5023,Life Help Mental Health Ctr/Region 6,Grenada,MS,38901,33.762528,-89.802915
5024,Canopy Childrens Solutions,Gulfport,MS,39503,30.474612,-89.152878
5025,Specialized Treatment Facility,Gulfport,MS,39503,30.474612,-89.152878
5026,Region XIII Gulf Coast MH Center,Gulfport,MS,39501,30.382965999999996,-89.102426
5027,Canopy Childrens Solutions,Hattiesburg,MS,39401,31.234112,-89.265885
5028,Pine Belt Mental Health Resources,Hattiesburg,MS,39401,31.234112,-89.265885
5029,Twin Oaks Senior Center,Hattiesburg,MS,39401,31.234112,-89.265885
5030,Canopy Childrens Solutions,Hattiesburg,MS,39402,31.333703999999997,-89.419175
5031,Pine Grove BH and Addiction Services,Hattiesburg,MS,39402,31.333703999999997,-89.419175
5032,Pine Grove BH and Addiction Services,Hattiesburg,MS,39402,31.333703999999997,-89.419175
5033,Hardy Wilson Memorial Hospital,Hazlehurst,MS,39083,31.844615,-90.477306
5034,Region 8 Mental Health Services,Hazlehurst,MS,39083,31.844615,-90.477306
5035,Region IV Mental Health Child Services,Hernando,MS,38632,34.795914,-90.015068
5036,Alliance Healthcare System,Holly Springs,MS,38635,34.766909000000005,-89.486327
5037,Communicare,Holly Springs,MS,38635,34.766909000000005,-89.486327
5038,Lifecore Health Group,Houston,MS,38851,33.9105,-88.968194
5039,Trace Regional Geriatric Psych Unit,Houston,MS,38851,33.9105,-88.968194
5040,Life Help Mental Health Ctr/Region 6,Indianola,MS,38751,33.44553,-90.686995
5041,Timber Hills,Iuka,MS,38852,34.843688,-88.213248
5042,Baptist Behavioral Health Servs HS,Jackson,MS,39202,32.311113,-90.170982
5043,CARES Center and,Jackson,MS,39202,32.311113,-90.170982
5044,Canopy Childrens Solutions,Jackson,MS,39202,32.311113,-90.170982
5045,Canopy Childrens Solutions,Jackson,MS,39202,32.311113,-90.170982
5046,Catholic Charities Inc,Jackson,MS,39202,32.311113,-90.170982
5047,Catholic Charities Inc,Jackson,MS,39201,32.289606,-90.184324
5048,Hinds Behavioral Health Services,Jackson,MS,39209,32.395522,-90.293193
5049,Imagine Behavioral Health LLC,Jackson,MS,39216,32.333857,-90.15964699999999
5050,Jackson VAMC GV Sonny Montgomery,Jackson,MS,39216,32.333857,-90.15964699999999
5051,Saint Dominic/Jackson Memorial Hosp,Jackson,MS,39216,32.333857,-90.15964699999999
5052,University of Mississippi,Jackson,MS,39216,32.333857,-90.15964699999999
5053,Marion Counseling Services PLLC,Jackson,MS,39206,32.372402,-90.172455
5054,Merit Health Central,Jackson,MS,39204,32.279311,-90.206334
5055,Life Help Mental Health Ctr/Region 6,Kosciusko,MS,39090,33.002016,-89.543898
5056,Pine Belt Mental Healthcare Resources,Laurel,MS,39440,31.693212,-89.147245
5057,Region XII Pine Belt MH,Leakesville,MS,39451,31.1772,-88.621661
5058,Life Help Mental Health Ctr/Region 6,Lexington,MS,39095,33.129605,-90.087121
5059,Brighter Days II,Louisville,MS,39339,33.101905,-89.011663
5060,Region VII Community Counseling Servs,Louisville,MS,39339,33.101905,-89.011663
5061,Winston Medical Center,Louisville,MS,39339,33.101905,-89.011663
5062,Region XIV Singing River Services,Lucedale,MS,39452,30.873965000000002,-88.601996
5063,Singing River Mental Health Services,Lucedale,MS,39452,30.873965000000002,-88.601996
5064,Region VII Community Counseling Servs,Macon,MS,39341,33.098546999999996,-88.566395
5065,Millcreek of Magee Behav Healthcare,Magee,MS,39111,31.896634999999996,-89.718092
5066,Region I Mental Health Center,Marks,MS,38646,34.289637,-90.314386
5067,Hospitality PSR Program,McComb,MS,39648,31.189344000000002,-90.384302
5068,New Directions PSR,McComb,MS,39648,31.189344000000002,-90.384302
5069,Region XI Southwest MS,McComb,MS,39648,31.189344000000002,-90.384302
5070,Region XI Southwest MS Mental Health,McComb,MS,39648,31.189344000000002,-90.384302
5071,Southwest MS Mental Health Complex,McComb,MS,39648,31.189344000000002,-90.384302
5072,Region XI Southwest MS,Meadville,MS,39653,31.481823,-90.864478
5073,Region 8 Mental Health Services,Mendenhall,MS,39114,31.951836,-89.824587
5074,East Mississippi State Hospital,Meridian,MS,39307,32.334866,-88.796844
5075,Region X Weems CMHC,Meridian,MS,39307,32.334866,-88.796844
5076,Merit Health of Natchez,Natchez,MS,39120,31.508632000000002,-91.358538
5077,Region XI Southwest MS,Natchez,MS,39120,31.508632000000002,-91.358538
5078,River Place Psychosocial Rehab,Natchez,MS,39120,31.508632000000002,-91.358538
5079,Central Mississippi Residential Center,Newton,MS,39345,32.291789,-89.121899
5080,Newton Crisis Stabilization Center,Newton,MS,39345,32.291789,-89.121899
5081,Parkwood Behavioral Health System,Olive Branch,MS,38654,34.933929,-89.81628
5082,Communicare,Oxford,MS,38655,34.333217,-89.473309
5083,Singing River Health System,Pascagoula,MS,39581,30.357101,-88.489323
5084,Neshoba County General Hospital,Philadelphia,MS,39350,32.796469,-89.125241
5085,Region X Weems CMHC,Philadelphia,MS,39350,32.796469,-89.125241
5086,Region XIII Gulf Coast MH Center,Picayune,MS,39466,30.520513,-89.585934
5087,Millcreek of Pontotoc,Pontotoc,MS,38863,34.217915000000005,-89.019053
5088,Region III Mental Health Center,Pontotoc,MS,38863,34.217915000000005,-89.019053
5089,Claiborne County Hospital,Port Gibson,MS,39150,32.004742,-90.97604799999999
5090,Region XI Southwest MS,Port Gibson,MS,39150,32.004742,-90.97604799999999
5091,Jefferson Davis Community Hospital,Prentiss,MS,39474,31.612609000000003,-89.85517
5092,Region XII Pine Belt MH,Purvis,MS,39475,31.153467,-89.42536
5093,Region X Weems CMHC,Quitman,MS,39355,32.054731,-88.624649
5094,Region X Weems CMHC,Raleigh,MS,39153,32.045133,-89.49004599999999
5095,Region XII Pine Belt MH,Richton,MS,39476,31.386969,-88.866929
5096,Innovative Behavioral Services Inc,Ridgeland,MS,39157,32.425874,-90.169852
5097,Three Oaks Behavioral Health of,Ridgeland,MS,39157,32.425874,-90.169852
5098,Region IV Mental Health Services,Ripley,MS,38663,34.734051,-88.882216
5099,Great Generation,Rolling Fork,MS,39159,32.826566,-90.935377
5100,Region VI Life Help Community,Rolling Fork,MS,39159,32.826566,-90.935377
5101,Sharkey Issaquena Community Hospital,Rolling Fork,MS,39159,32.826566,-90.935377
5102,North Sunflower Medical Center,Ruleville,MS,38771,33.739965000000005,-90.528989
5103,Communicare,Sardis,MS,38666,34.425884,-89.920273
5104,28281 Road 401,Saucier,MS,39574,30.611848,-89.089935
5105,Communicare,Senatobia,MS,38668,34.590668,-89.91781800000001
5106,North Oak Regional Medical Center,Senatobia,MS,38668,34.590668,-89.91781800000001
5107,Canopy Childrens Solutions,Starkville,MS,39759,33.437924,-88.825142
5108,Millcreek of Starkville,Starkville,MS,39759,33.437924,-88.825142
5109,Region VII Community Counseling Servs,Starkville,MS,39759,33.437924,-88.825142
5110,Region VII Community Counseling Servs,Starkville,MS,39759,33.437924,-88.825142
5111,Region I Mental Health Center,Tunica,MS,38676,34.66645,-90.38373100000001
5112,Canopy Childrens Solutions,Tupelo,MS,38804,34.281378000000004,-88.672873
5113,Lifecore Health Group,Tupelo,MS,38804,34.281378000000004,-88.672873
5114,NMMC Behavioral Health Center,Tupelo,MS,38801,34.222629,-88.774588
5115,Region XI Southwest MS,Tylertown,MS,39667,31.124737,-90.126164
5116,Region XV Warren/Yazoo MH Services,Vicksburg,MS,39180,32.224042,-90.857132
5117,Communicare,Water Valley,MS,38965,34.135546000000005,-89.60174599999999
5118,Region XII Pine Belt MH,Waynesboro,MS,39367,31.676873999999998,-88.66586
5119,Lindys Place,West Point,MS,39773,33.647676000000004,-88.690332
5120,Mississippi State Hospital,Whitfield,MS,39193,32.234475,-90.07933299999999
5121,Region XIII Gulf Coast Mental Hlth Ctr,Wiggins,MS,39577,30.904729,-89.086488
5122,Life Help Mental Health Ctr/Region 6,Winona,MS,38967,33.457399,-89.732453
5123,Region XI Southwest MS,Woodville,MS,39669,31.121116999999998,-91.383123
5124,Comtrea Community Treatment Inc,Arnold,MO,63010,38.430371,-90.3921
5125,Catholic Family Services,Ballwin,MO,63011,38.603678,-90.55929499999999
5126,North Central MO Mental Health Center,Bethany,MO,64424,40.261889000000004,-94.036075
5127,Bootheel Counseling Services,Bloomfield,MO,63825,36.931421,-89.945759
5128,Burrell Behavioral Health,Bolivar,MO,65613,37.636902,-93.396427
5129,Citizens Memorial Hospital,Bolivar,MO,65613,37.636902,-93.396427
5130,Burrell Behavioral Health,Boonville,MO,65233,38.917096,-92.728078
5131,Cox Medical Center,Branson,MO,65616,36.669373,-93.248879
5132,BJC Behavioral Health/North Division,Bridgeton,MO,63044,38.772791,-90.43004599999999
5133,SSM DePaul Health Center,Bridgeton,MO,63044,38.772791,-90.43004599999999
5134,North Central MO Mental Health Center,Brookfield,MO,64628,39.796166,-93.041516
5135,Pathways Comm Behav Healthcare Inc,Butler,MO,64730,38.259262,-94.300276
5136,Pathways CBH Inc,Camdenton,MO,65020,38.006239,-92.780644
5137,Cameron Regional Medical Center,Cameron,MO,64429,39.736726000000004,-94.22580699999999
5138,Family Guidance Center for,Cameron,MO,64429,39.736726000000004,-94.22580699999999
5139,Community Counseling Center,Cape Girardeau,MO,63701,37.335871999999995,-89.57581400000001
5140,New Vision Counseling,Cape Girardeau,MO,63701,37.335871999999995,-89.57581400000001
5141,Burrell Behavioral Health,Carrollton,MO,64633,39.356863,-93.484492
5142,Carroll County Memorial Hospital,Carrollton,MO,64633,39.356863,-93.484492
5143,Ozark Center,Carthage,MO,64836,37.189254999999996,-94.279255
5144,Saint Louis Behav Medicine Institute,Chesterfield,MO,63017,38.651309000000005,-90.531216
5145,North Central MO Mental Health Center,Chillicothe,MO,64601,39.805381,-93.57909699999999
5146,Pathways Comm Behav Healthcare Inc,Clinton,MO,64735,38.367806,-93.743646
5147,Pathways Comm Behav Healthcare Inc,Clinton,MO,64735,38.367806,-93.743646
5148,Burrell Behavioral Health,Columbia,MO,65201,38.900944,-92.238425
5149,Burrell Central Region,Columbia,MO,65201,38.900944,-92.238425
5150,Great Circle,Columbia,MO,65201,38.900944,-92.238425
5151,New Horizons Community Support Servs,Columbia,MO,65201,38.900944,-92.238425
5152,Burrell Behavioral Health,Columbia,MO,65202,39.02037,-92.29653499999999
5153,Pathways Comm Behav Healthcare Inc,Cuba,MO,65453,38.106493,-91.43981099999999
5154,Pathways Comm Behav Healthcare Inc,El Dorado Springs,MO,64744,37.848197,-93.978926
5155,Southwest Missouri Psych Rehab,El Dorado Springs,MO,64744,37.848197,-93.978926
5156,Pathways Comm Behav Healthcare Inc,Eldon,MO,65026,38.324360999999996,-92.564791
5157,BJC Behavioral Health Southeast Site,Farmington,MO,63640,37.754674,-90.380562
5158,Mineral Area CPRC Inc,Farmington,MO,63640,37.754674,-90.380562
5159,Parkland Health Center,Farmington,MO,63640,37.754674,-90.380562
5160,Presbyterian Childrens Services,Farmington,MO,63640,37.754674,-90.380562
5161,Southeast Missouri Behavioral Health,Farmington,MO,63640,37.754674,-90.380562
5162,Catholic Family Services,Florissant,MO,63031,38.812046,-90.35361999999999
5163,Marygrove,Florissant,MO,63031,38.812046,-90.35361999999999
5164,Fulton Medical Center,Fulton,MO,65251,38.841848999999996,-91.977132
5165,Fulton State Hospital,Fulton,MO,65251,38.841848999999996,-91.977132
5166,Options Unlimited of Fulton,Fulton,MO,65251,38.841848999999996,-91.977132
5167,Mark Twain Behavioral Health,Hannibal,MO,63401,39.690673,-91.456616
5168,Cass Regional Medical Center,Harrisonville,MO,64701,38.624513,-94.329255
5169,Pathways Comm Behav Healthcare Inc,Harrisonville,MO,64701,38.624513,-94.329255
5170,Pemiscot Memorial Health Systems,Hayti,MO,63851,36.259153000000005,-89.717229
5171,Comtrea Community Treatment Inc,High Ridge,MO,63049,38.481047,-90.531413
5172,Burrell Behavioral Health,Hollister,MO,65672,36.560353000000006,-93.219489
5173,Comprehensive Mental Health Services,Independence,MO,64057,39.071957,-94.31930799999999
5174,Family Conservancy,Independence,MO,64057,39.071957,-94.31930799999999
5175,New Horizons Community,Jefferson City,MO,65109,38.573883,-92.277794
5176,Pathways Comm Behav Healthcare Inc,Jefferson City,MO,65109,38.573883,-92.277794
5177,SSM Saint Marys Hospital,Jefferson City,MO,65109,38.573883,-92.277794
5178,Transitional Residential Facility,Jefferson City,MO,65109,38.573883,-92.277794
5179,Truman Boulevard Clinic,Jefferson City,MO,65109,38.573883,-92.277794
5180,Freeman Health System/Freeman East,Joplin,MO,64804,37.021691,-94.510899
5181,Ozark Center,Joplin,MO,64804,37.021691,-94.510899
5182,Ozark Center,Joplin,MO,64804,37.021691,-94.510899
5183,Ozark Center,Joplin,MO,64804,37.021691,-94.510899
5184,Ozark Center/Community Care Program,Joplin,MO,64804,37.021691,-94.510899
5185,Childrens Center,Kansas City,MO,64116,39.148811,-94.575242
5186,AH F4 SP,Kansas City,MO,64116,39.148811,-94.575242
5187,Synergy Services,Kansas City,MO,64116,39.148811,-94.575242
5188,Crittenton Childrens Center,Kansas City,MO,64134,38.928031,-94.48765300000001
5189,Gillis,Kansas City,MO,64114,38.957802,-94.598599
5190,Kansas City VAMC,Kansas City,MO,64128,39.065566,-94.534623
5191,Niles Home for Children,Kansas City,MO,64127,39.089138,-94.538537
5192,Truman Medical Centers Inc,Kansas City,MO,64127,39.089138,-94.538537
5193,Ozanam,Kansas City,MO,64145,38.873529,-94.59402
5194,Research Psychiatric Center,Kansas City,MO,64130,39.033683,-94.540754
5195,Swope Health Services,Kansas City,MO,64130,39.033683,-94.540754
5196,Rodgers Health,Kansas City,MO,64124,39.107225,-94.539212
