Sex,State,Age Group,Cause of Death,Year,Deaths,Population,Crude Rate
Males,New Mexico,05-09 yrs,Suicide Injury,2017,P,69535,.
Males,New Mexico,10-14 yrs,Suicide Injury,2013,P,72084,.
Males,New Mexico,10-14 yrs,Suicide Injury,2014,P,71476,.
Males,New Mexico,10-14 yrs,Suicide Injury,2015,P,70974,.
Males,New Mexico,10-14 yrs,Suicide Injury,2016,P,70686,.
Males,New Mexico,10-14 yrs,Suicide Injury,2017,P,70977,.
Males,New Mexico,15-19 yrs,Suicide Injury,2013,16,72200,22.16
Males,New Mexico,15-19 yrs,Suicide Injury,2014,12,71409,16.8
Males,New Mexico,15-19 yrs,Suicide Injury,2015,17,71115,23.9
Males,New Mexico,15-19 yrs,Suicide Injury,2016,14,71247,19.65
Males,New Mexico,15-19 yrs,Suicide Injury,2017,30,71131,42.18
Males,New Mexico,20-24 yrs,Suicide Injury,2013,27,79051,34.16
Males,New Mexico,20-24 yrs,Suicide Injury,2014,36,79241,45.43
Males,New Mexico,20-24 yrs,Suicide Injury,2015,38,78134,48.63
Males,New Mexico,20-24 yrs,Suicide Injury,2016,31,76721,40.41
Males,New Mexico,20-24 yrs,Suicide Injury,2017,43,74962,57.36
Males,New Mexico,25-29 yrs,Suicide Injury,2013,31,72353,42.85
Males,New Mexico,25-29 yrs,Suicide Injury,2014,33,72312,45.64
Males,New Mexico,25-29 yrs,Suicide Injury,2015,38,72752,52.23
Males,New Mexico,25-29 yrs,Suicide Injury,2016,34,73834,46.05
Males,New Mexico,25-29 yrs,Suicide Injury,2017,45,74978,60.02
Males,New Mexico,30-34 yrs,Suicide Injury,2013,28,69918,40.05
Males,New Mexico,30-34 yrs,Suicide Injury,2014,30,70640,42.47
Males,New Mexico,30-34 yrs,Suicide Injury,2015,33,70429,46.86
Males,New Mexico,30-34 yrs,Suicide Injury,2016,35,70912,49.36
Males,New Mexico,30-34 yrs,Suicide Injury,2017,27,70743,38.17
Males,New Mexico,35-39 yrs,Suicide Injury,2013,27,60807,44.4
Males,New Mexico,35-39 yrs,Suicide Injury,2014,23,61642,37.31
Males,New Mexico,35-39 yrs,Suicide Injury,2015,24,63176,37.99
Males,New Mexico,35-39 yrs,Suicide Injury,2016,40,64534,61.98
Males,New Mexico,35-39 yrs,Suicide Injury,2017,30,65866,45.55
Males,New Mexico,40-44 yrs,Suicide Injury,2013,25,61550,40.62
Males,New Mexico,40-44 yrs,Suicide Injury,2014,22,60179,36.56
Males,New Mexico,40-44 yrs,Suicide Injury,2015,32,58820,54.4
Males,New Mexico,40-44 yrs,Suicide Injury,2016,29,57710,50.25
Males,New Mexico,40-44 yrs,Suicide Injury,2017,26,57700,45.06
Males,New Mexico,45-49 yrs,Suicide Injury,2013,20,62268,32.12
Males,New Mexico,45-49 yrs,Suicide Injury,2014,30,60339,49.72
Males,New Mexico,45-49 yrs,Suicide Injury,2015,27,59336,45.5
Males,New Mexico,45-49 yrs,Suicide Injury,2016,26,59550,43.66
Males,New Mexico,45-49 yrs,Suicide Injury,2017,27,59095,45.69
Males,New Mexico,50-54 yrs,Suicide Injury,2013,30,70624,42.48
Males,New Mexico,50-54 yrs,Suicide Injury,2014,18,69346,25.96
Males,New Mexico,50-54 yrs,Suicide Injury,2015,30,67177,44.66
Males,New Mexico,50-54 yrs,Suicide Injury,2016,27,64135,42.1
Males,New Mexico,50-54 yrs,Suicide Injury,2017,28,61268,45.7
Males,New Mexico,55-59 yrs,Suicide Injury,2013,33,67543,48.86
Males,New Mexico,55-59 yrs,Suicide Injury,2014,26,67334,38.61
Males,New Mexico,55-59 yrs,Suicide Injury,2015,28,67558,41.45
Males,New Mexico,55-59 yrs,Suicide Injury,2016,26,68040,38.21
Males,New Mexico,55-59 yrs,Suicide Injury,2017,22,67883,32.41
Males,New Mexico,60-64 yrs,Suicide Injury,2013,21,60841,34.52
Males,New Mexico,60-64 yrs,Suicide Injury,2014,29,61271,47.33
Males,New Mexico,60-64 yrs,Suicide Injury,2015,28,61700,45.38
Males,New Mexico,60-64 yrs,Suicide Injury,2016,24,62260,38.55
Males,New Mexico,60-64 yrs,Suicide Injury,2017,13,63286,20.54
Males,New Mexico,65-69 yrs,Suicide Injury,2013,11,49491,22.23
Males,New Mexico,65-69 yrs,Suicide Injury,2014,28,52003,53.84
Males,New Mexico,65-69 yrs,Suicide Injury,2015,23,54537,42.17
Males,New Mexico,65-69 yrs,Suicide Injury,2016,27,56896,47.46
Males,New Mexico,65-69 yrs,Suicide Injury,2017,27,56782,47.55
Males,New Mexico,70-74 yrs,Suicide Injury,2013,25,35056,71.31
Males,New Mexico,70-74 yrs,Suicide Injury,2014,13,36328,35.79
Males,New Mexico,70-74 yrs,Suicide Injury,2015,11,37836,29.07
Males,New Mexico,70-74 yrs,Suicide Injury,2016,16,39202,40.81
Males,New Mexico,70-74 yrs,Suicide Injury,2017,23,42849,53.68
Males,New Mexico,75-79 yrs,Suicide Injury,2013,P,24542,.
Males,New Mexico,75-79 yrs,Suicide Injury,2014,13,25417,51.15
Males,New Mexico,75-79 yrs,Suicide Injury,2015,18,26142,68.85
Males,New Mexico,75-79 yrs,Suicide Injury,2016,13,27014,48.12
Males,New Mexico,75-79 yrs,Suicide Injury,2017,13,28013,46.41
Males,New Mexico,80-84 yrs,Suicide Injury,2013,13,16610,78.27
Males,New Mexico,80-84 yrs,Suicide Injury,2014,19,16788,113.18
Males,New Mexico,80-84 yrs,Suicide Injury,2015,16,17029,93.96
Males,New Mexico,80-84 yrs,Suicide Injury,2016,P,17451,.
Males,New Mexico,80-84 yrs,Suicide Injury,2017,11,18151,60.6
Males,New Mexico,85+ yrs,Suicide Injury,2013,P,13206,.
Males,New Mexico,85+ yrs,Suicide Injury,2014,11,13825,79.57
Males,New Mexico,85+ yrs,Suicide Injury,2015,P,14497,.
Males,New Mexico,85+ yrs,Suicide Injury,2016,11,15005,73.31
Males,New Mexico,85+ yrs,Suicide Injury,2017,13,15307,84.93
Males,New Mexico,Unknown yrs,Suicide Injury,2013,P,.,.
Males,New Mexico,Unknown yrs,Suicide Injury,2015,P,.,.
Females,New Mexico,00-04 yrs,Suicide Injury,2013,P,67505,.
Females,New Mexico,00-04 yrs,Suicide Injury,2014,P,65698,.
Females,New Mexico,00-04 yrs,Suicide Injury,2015,P,64571,.
Females,New Mexico,00-04 yrs,Suicide Injury,2016,P,63302,.
Females,New Mexico,00-04 yrs,Suicide Injury,2017,P,62527,.
Females,New Mexico,05-09 yrs,Suicide Injury,2013,P,70765,.
Females,New Mexico,05-09 yrs,Suicide Injury,2014,P,70252,.
Females,New Mexico,05-09 yrs,Suicide Injury,2015,P,69330,.
Females,New Mexico,05-09 yrs,Suicide Injury,2016,P,68350,.
Females,New Mexico,05-09 yrs,Suicide Injury,2017,P,67121,.
Females,New Mexico,10-14 yrs,Suicide Injury,2013,P,69822,.
Females,New Mexico,10-14 yrs,Suicide Injury,2014,P,69338,.
Females,New Mexico,10-14 yrs,Suicide Injury,2015,P,68860,.
Females,New Mexico,10-14 yrs,Suicide Injury,2016,P,68629,.
Females,New Mexico,10-14 yrs,Suicide Injury,2017,P,68679,.
Females,New Mexico,15-19 yrs,Suicide Injury,2013,P,68619,.
Females,New Mexico,15-19 yrs,Suicide Injury,2014,P,67923,.
Females,New Mexico,15-19 yrs,Suicide Injury,2015,P,67869,.
Females,New Mexico,15-19 yrs,Suicide Injury,2016,P,68052,.
Females,New Mexico,15-19 yrs,Suicide Injury,2017,11,67846,16.21
Females,New Mexico,20-24 yrs,Suicide Injury,2013,10,73842,13.54
Females,New Mexico,20-24 yrs,Suicide Injury,2014,P,73476,.
Females,New Mexico,20-24 yrs,Suicide Injury,2015,12,72047,16.66
Females,New Mexico,20-24 yrs,Suicide Injury,2016,P,70471,.
Females,New Mexico,20-24 yrs,Suicide Injury,2017,P,68840,.
Females,New Mexico,25-29 yrs,Suicide Injury,2013,P,67963,.
Females,New Mexico,25-29 yrs,Suicide Injury,2014,P,67766,.
Females,New Mexico,25-29 yrs,Suicide Injury,2015,P,67835,.
Females,New Mexico,25-29 yrs,Suicide Injury,2016,P,68408,.
Females,New Mexico,25-29 yrs,Suicide Injury,2017,P,69164,.
Females,New Mexico,30-34 yrs,Suicide Injury,2013,P,67244,.
Females,New Mexico,30-34 yrs,Suicide Injury,2014,P,67628,.
Females,New Mexico,30-34 yrs,Suicide Injury,2015,P,67558,.
Females,New Mexico,30-34 yrs,Suicide Injury,2016,P,67570,.
Females,New Mexico,30-34 yrs,Suicide Injury,2017,P,67047,.
Females,New Mexico,35-39 yrs,Suicide Injury,2013,P,60171,.
Females,New Mexico,35-39 yrs,Suicide Injury,2014,P,60730,.
Females,New Mexico,35-39 yrs,Suicide Injury,2015,P,61653,.
Females,New Mexico,35-39 yrs,Suicide Injury,2016,P,62965,.
Females,New Mexico,35-39 yrs,Suicide Injury,2017,P,64175,.
Females,New Mexico,40-44 yrs,Suicide Injury,2013,12,62281,19.27
Females,New Mexico,40-44 yrs,Suicide Injury,2014,10,60917,16.42
Females,New Mexico,40-44 yrs,Suicide Injury,2015,11,59753,18.41
Females,New Mexico,40-44 yrs,Suicide Injury,2016,P,58644,.
Females,New Mexico,40-44 yrs,Suicide Injury,2017,P,58214,.
Females,New Mexico,45-49 yrs,Suicide Injury,2013,P,64077,.
Females,New Mexico,45-49 yrs,Suicide Injury,2014,P,61989,.
Females,New Mexico,45-49 yrs,Suicide Injury,2015,P,60771,.
Females,New Mexico,45-49 yrs,Suicide Injury,2016,14,60769,23.04
Females,New Mexico,45-49 yrs,Suicide Injury,2017,14,60664,23.08
Females,New Mexico,50-54 yrs,Suicide Injury,2013,10,74070,13.5
Females,New Mexico,50-54 yrs,Suicide Injury,2014,14,72772,19.24
Females,New Mexico,50-54 yrs,Suicide Injury,2015,23,70466,32.64
Females,New Mexico,50-54 yrs,Suicide Injury,2016,10,67507,14.81
Females,New Mexico,50-54 yrs,Suicide Injury,2017,13,64629,20.11
Females,New Mexico,55-59 yrs,Suicide Injury,2013,16,73315,21.82
Females,New Mexico,55-59 yrs,Suicide Injury,2014,12,73131,16.41
Females,New Mexico,55-59 yrs,Suicide Injury,2015,11,73445,14.98
Females,New Mexico,55-59 yrs,Suicide Injury,2016,12,73285,16.37
Females,New Mexico,55-59 yrs,Suicide Injury,2017,P,72711,.
Females,New Mexico,60-64 yrs,Suicide Injury,2013,12,66820,17.96
Females,New Mexico,60-64 yrs,Suicide Injury,2014,P,67657,.
Females,New Mexico,60-64 yrs,Suicide Injury,2015,11,68751,16
Females,New Mexico,60-64 yrs,Suicide Injury,2016,11,70028,15.71
Females,New Mexico,60-64 yrs,Suicide Injury,2017,11,70810,15.53
Females,New Mexico,65-69 yrs,Suicide Injury,2013,P,54222,.
Females,New Mexico,65-69 yrs,Suicide Injury,2014,P,56815,.
Females,New Mexico,65-69 yrs,Suicide Injury,2015,13,59548,21.83
Females,New Mexico,65-69 yrs,Suicide Injury,2016,P,62585,.
Females,New Mexico,65-69 yrs,Suicide Injury,2017,P,63249,.
Females,New Mexico,70-74 yrs,Suicide Injury,2013,P,39412,.
Females,New Mexico,70-74 yrs,Suicide Injury,2014,P,40974,.
Females,New Mexico,70-74 yrs,Suicide Injury,2015,P,42642,.
Females,New Mexico,70-74 yrs,Suicide Injury,2016,P,43960,.
Females,New Mexico,70-74 yrs,Suicide Injury,2017,P,47916,.
Females,New Mexico,75-79 yrs,Suicide Injury,2013,P,29170,.
Females,New Mexico,75-79 yrs,Suicide Injury,2014,P,30246,.
Females,New Mexico,75-79 yrs,Suicide Injury,2015,P,30779,.
Females,New Mexico,75-79 yrs,Suicide Injury,2016,P,31653,.
Females,New Mexico,75-79 yrs,Suicide Injury,2017,P,33054,.
Females,New Mexico,80-84 yrs,Suicide Injury,2013,P,21465,.
Females,New Mexico,80-84 yrs,Suicide Injury,2014,P,21508,.
Females,New Mexico,80-84 yrs,Suicide Injury,2015,P,21949,.
Females,New Mexico,80-84 yrs,Suicide Injury,2016,P,22419,.
Females,New Mexico,80-84 yrs,Suicide Injury,2017,P,22596,.
Females,New Mexico,85+ yrs,Suicide Injury,2013,P,22519,.
Females,New Mexico,85+ yrs,Suicide Injury,2014,P,23052,.
Females,New Mexico,85+ yrs,Suicide Injury,2015,P,23682,.
Females,New Mexico,85+ yrs,Suicide Injury,2016,P,24122,.
Females,New Mexico,85+ yrs,Suicide Injury,2017,P,24684,.
Males,New York,00-04 yrs,Suicide Injury,2013,P,603362,.
Males,New York,00-04 yrs,Suicide Injury,2014,P,605712,.
Males,New York,00-04 yrs,Suicide Injury,2015,P,606123,.
Males,New York,00-04 yrs,Suicide Injury,2016,P,600721,.
Males,New York,00-04 yrs,Suicide Injury,2017,P,595973,.
Males,New York,05-09 yrs,Suicide Injury,2013,P,588675,.
Males,New York,05-09 yrs,Suicide Injury,2014,P,582747,.
Males,New York,05-09 yrs,Suicide Injury,2015,P,580546,.
Males,New York,05-09 yrs,Suicide Injury,2016,P,581561,.
Males,New York,05-09 yrs,Suicide Injury,2017,P,580252,.
Males,New York,10-14 yrs,Suicide Injury,2013,12,603018,1.99
Males,New York,10-14 yrs,Suicide Injury,2014,P,598642,.
Males,New York,10-14 yrs,Suicide Injury,2015,P,591653,.
Males,New York,10-14 yrs,Suicide Injury,2016,15,585735,2.56
Males,New York,10-14 yrs,Suicide Injury,2017,11,582593,1.89
Males,New York,15-19 yrs,Suicide Injury,2013,38,654003,5.81
Males,New York,15-19 yrs,Suicide Injury,2014,48,641221,7.49
Males,New York,15-19 yrs,Suicide Injury,2015,42,634033,6.62
Males,New York,15-19 yrs,Suicide Injury,2016,51,628295,8.12
Males,New York,15-19 yrs,Suicide Injury,2017,55,621884,8.84
Males,New York,20-24 yrs,Suicide Injury,2013,86,731450,11.76
Males,New York,20-24 yrs,Suicide Injury,2014,107,726393,14.73
Males,New York,20-24 yrs,Suicide Injury,2015,98,710673,13.79
Males,New York,20-24 yrs,Suicide Injury,2016,100,695971,14.37
Males,New York,20-24 yrs,Suicide Injury,2017,98,684286,14.32
Males,New York,25-29 yrs,Suicide Injury,2013,116,723995,16.02
Males,New York,25-29 yrs,Suicide Injury,2014,86,738565,11.64
Males,New York,25-29 yrs,Suicide Injury,2015,102,751180,13.58
Males,New York,25-29 yrs,Suicide Injury,2016,93,759901,12.24
Males,New York,25-29 yrs,Suicide Injury,2017,112,763248,14.67
Males,New York,30-34 yrs,Suicide Injury,2013,94,673242,13.96
Males,New York,30-34 yrs,Suicide Injury,2014,117,681161,17.18
Males,New York,30-34 yrs,Suicide Injury,2015,87,687371,12.66
Males,New York,30-34 yrs,Suicide Injury,2016,91,697126,13.05
Males,New York,30-34 yrs,Suicide Injury,2017,117,704905,16.6
Males,New York,35-39 yrs,Suicide Injury,2013,95,602067,15.78
Males,New York,35-39 yrs,Suicide Injury,2014,89,608443,14.63
Males,New York,35-39 yrs,Suicide Injury,2015,97,617880,15.7
Males,New York,35-39 yrs,Suicide Injury,2016,102,627559,16.25
Males,New York,35-39 yrs,Suicide Injury,2017,100,635317,15.74
Males,New York,40-44 yrs,Suicide Injury,2013,99,634433,15.6
Males,New York,40-44 yrs,Suicide Injury,2014,89,617725,14.41
Males,New York,40-44 yrs,Suicide Injury,2015,79,600411,13.16
Males,New York,40-44 yrs,Suicide Injury,2016,102,583508,17.48
Males,New York,40-44 yrs,Suicide Injury,2017,93,578357,16.08
Males,New York,45-49 yrs,Suicide Injury,2013,123,671179,18.33
Males,New York,45-49 yrs,Suicide Injury,2014,135,655939,20.58
Males,New York,45-49 yrs,Suicide Injury,2015,115,647812,17.75
Males,New York,45-49 yrs,Suicide Injury,2016,113,641011,17.63
Males,New York,45-49 yrs,Suicide Injury,2017,117,629538,18.59
Males,New York,50-54 yrs,Suicide Injury,2013,157,696192,22.55
Males,New York,50-54 yrs,Suicide Injury,2014,151,695292,21.72
Males,New York,50-54 yrs,Suicide Injury,2015,130,688369,18.89
Males,New York,50-54 yrs,Suicide Injury,2016,127,675862,18.79
Males,New York,50-54 yrs,Suicide Injury,2017,139,661449,21.01
Males,New York,55-59 yrs,Suicide Injury,2013,118,639811,18.44
Males,New York,55-59 yrs,Suicide Injury,2014,127,651026,19.51
Males,New York,55-59 yrs,Suicide Injury,2015,129,660608,19.53
Males,New York,55-59 yrs,Suicide Injury,2016,138,664348,20.77
Males,New York,55-59 yrs,Suicide Injury,2017,141,662408,21.29
Males,New York,60-64 yrs,Suicide Injury,2013,94,533840,17.61
Males,New York,60-64 yrs,Suicide Injury,2014,95,543894,17.47
Males,New York,60-64 yrs,Suicide Injury,2015,100,557228,17.95
Males,New York,60-64 yrs,Suicide Injury,2016,103,568793,18.11
Males,New York,60-64 yrs,Suicide Injury,2017,102,581933,17.53
Males,New York,65-69 yrs,Suicide Injury,2013,76,413857,18.36
Males,New York,65-69 yrs,Suicide Injury,2014,75,434183,17.27
Males,New York,65-69 yrs,Suicide Injury,2015,78,454266,17.17
Males,New York,65-69 yrs,Suicide Injury,2016,65,473135,13.74
Males,New York,65-69 yrs,Suicide Injury,2017,48,471772,10.17
Males,New York,70-74 yrs,Suicide Injury,2013,62,290268,21.36
Males,New York,70-74 yrs,Suicide Injury,2014,52,301012,17.28
Males,New York,70-74 yrs,Suicide Injury,2015,53,310508,17.07
Males,New York,70-74 yrs,Suicide Injury,2016,57,319160,17.86
Males,New York,70-74 yrs,Suicide Injury,2017,54,344874,15.66
Males,New York,75-79 yrs,Suicide Injury,2013,45,207822,21.65
Males,New York,75-79 yrs,Suicide Injury,2014,31,212687,14.58
Males,New York,75-79 yrs,Suicide Injury,2015,39,217065,17.97
Males,New York,75-79 yrs,Suicide Injury,2016,46,221755,20.74
Males,New York,75-79 yrs,Suicide Injury,2017,37,229749,16.1
Males,New York,80-84 yrs,Suicide Injury,2013,34,151815,22.4
Males,New York,80-84 yrs,Suicide Injury,2014,19,151553,12.54
Males,New York,80-84 yrs,Suicide Injury,2015,29,151698,19.12
Males,New York,80-84 yrs,Suicide Injury,2016,32,152854,20.94
Males,New York,80-84 yrs,Suicide Injury,2017,31,154911,20.01
Males,New York,85+ yrs,Suicide Injury,2013,31,138837,22.33
Males,New York,85+ yrs,Suicide Injury,2014,33,143324,23.02
Males,New York,85+ yrs,Suicide Injury,2015,29,147518,19.66
Males,New York,85+ yrs,Suicide Injury,2016,31,151041,20.52
Males,New York,85+ yrs,Suicide Injury,2017,37,154013,24.02
Males,New York,Unknown yrs,Suicide Injury,2013,P,.,.
Males,New York,Unknown yrs,Suicide Injury,2014,P,.,.
Males,New York,Unknown yrs,Suicide Injury,2017,P,.,.
Females,New York,00-04 yrs,Suicide Injury,2013,P,575946,.
Females,New York,00-04 yrs,Suicide Injury,2014,P,578498,.
Females,New York,00-04 yrs,Suicide Injury,2015,P,578931,.
Females,New York,00-04 yrs,Suicide Injury,2016,P,573019,.
Females,New York,00-04 yrs,Suicide Injury,2017,P,568433,.
Females,New York,05-09 yrs,Suicide Injury,2013,P,562820,.
Females,New York,05-09 yrs,Suicide Injury,2014,P,557186,.
Females,New York,05-09 yrs,Suicide Injury,2015,P,555688,.
Females,New York,05-09 yrs,Suicide Injury,2016,P,556271,.
Females,New York,05-09 yrs,Suicide Injury,2017,P,554799,.
Females,New York,10-14 yrs,Suicide Injury,2013,P,577023,.
Females,New York,10-14 yrs,Suicide Injury,2014,P,573297,.
Females,New York,10-14 yrs,Suicide Injury,2015,P,567203,.
Females,New York,10-14 yrs,Suicide Injury,2016,P,561504,.
Females,New York,10-14 yrs,Suicide Injury,2017,P,558695,.
Females,New York,15-19 yrs,Suicide Injury,2013,17,630557,2.7
Females,New York,15-19 yrs,Suicide Injury,2014,19,618887,3.07
Females,New York,15-19 yrs,Suicide Injury,2015,11,611804,1.8
Females,New York,15-19 yrs,Suicide Injury,2016,18,606472,2.97
Females,New York,15-19 yrs,Suicide Injury,2017,24,600098,4
Females,New York,20-24 yrs,Suicide Injury,2013,28,714077,3.92
Females,New York,20-24 yrs,Suicide Injury,2014,19,712637,2.67
Females,New York,20-24 yrs,Suicide Injury,2015,29,701328,4.14
Females,New York,20-24 yrs,Suicide Injury,2016,34,689593,4.93
Females,New York,20-24 yrs,Suicide Injury,2017,23,680026,3.38
Females,New York,25-29 yrs,Suicide Injury,2013,25,733778,3.41
Females,New York,25-29 yrs,Suicide Injury,2014,40,743583,5.38
Females,New York,25-29 yrs,Suicide Injury,2015,22,753603,2.92
Females,New York,25-29 yrs,Suicide Injury,2016,27,760118,3.55
Females,New York,25-29 yrs,Suicide Injury,2017,32,762735,4.2
Females,New York,30-34 yrs,Suicide Injury,2013,30,689096,4.35
Females,New York,30-34 yrs,Suicide Injury,2014,32,694889,4.61
Females,New York,30-34 yrs,Suicide Injury,2015,34,697807,4.87
Females,New York,30-34 yrs,Suicide Injury,2016,35,702235,4.98
Females,New York,30-34 yrs,Suicide Injury,2017,30,706031,4.25
Females,New York,35-39 yrs,Suicide Injury,2013,27,621391,4.35
Females,New York,35-39 yrs,Suicide Injury,2014,34,628344,5.41
Females,New York,35-39 yrs,Suicide Injury,2015,29,637199,4.55
Females,New York,35-39 yrs,Suicide Injury,2016,38,644161,5.9
Females,New York,35-39 yrs,Suicide Injury,2017,38,650645,5.84
Females,New York,40-44 yrs,Suicide Injury,2013,33,662777,4.98
Females,New York,40-44 yrs,Suicide Injury,2014,35,645463,5.42
Females,New York,40-44 yrs,Suicide Injury,2015,38,626784,6.06
Females,New York,40-44 yrs,Suicide Injury,2016,25,607805,4.11
Females,New York,40-44 yrs,Suicide Injury,2017,33,601518,5.49
Females,New York,45-49 yrs,Suicide Injury,2013,35,706973,4.95
Females,New York,45-49 yrs,Suicide Injury,2014,43,689978,6.23
Females,New York,45-49 yrs,Suicide Injury,2015,56,680763,8.23
Females,New York,45-49 yrs,Suicide Injury,2016,37,673643,5.49
Females,New York,45-49 yrs,Suicide Injury,2017,37,661197,5.6
Females,New York,50-54 yrs,Suicide Injury,2013,54,741929,7.28
Females,New York,50-54 yrs,Suicide Injury,2014,63,741540,8.5
Females,New York,50-54 yrs,Suicide Injury,2015,58,733246,7.91
Females,New York,50-54 yrs,Suicide Injury,2016,54,719857,7.5
Females,New York,50-54 yrs,Suicide Injury,2017,48,705026,6.81
Females,New York,55-59 yrs,Suicide Injury,2013,59,692020,8.53
Females,New York,55-59 yrs,Suicide Injury,2014,46,702636,6.55
Females,New York,55-59 yrs,Suicide Injury,2015,48,711675,6.74
Females,New York,55-59 yrs,Suicide Injury,2016,40,716162,5.59
Females,New York,55-59 yrs,Suicide Injury,2017,39,713765,5.46
Females,New York,60-64 yrs,Suicide Injury,2013,39,596500,6.54
Females,New York,60-64 yrs,Suicide Injury,2014,38,605796,6.27
Females,New York,60-64 yrs,Suicide Injury,2015,38,617720,6.15
Females,New York,60-64 yrs,Suicide Injury,2016,29,628317,4.62
Females,New York,60-64 yrs,Suicide Injury,2017,27,642095,4.2
Females,New York,65-69 yrs,Suicide Injury,2013,13,484899,2.68
Females,New York,65-69 yrs,Suicide Injury,2014,21,506420,4.15
Females,New York,65-69 yrs,Suicide Injury,2015,32,527548,6.07
Females,New York,65-69 yrs,Suicide Injury,2016,25,547261,4.57
Females,New York,65-69 yrs,Suicide Injury,2017,37,544219,6.8
Females,New York,70-74 yrs,Suicide Injury,2013,13,364628,3.57
Females,New York,70-74 yrs,Suicide Injury,2014,13,376597,3.45
Females,New York,70-74 yrs,Suicide Injury,2015,P,387138,.
Females,New York,70-74 yrs,Suicide Injury,2016,13,396349,3.28
Females,New York,70-74 yrs,Suicide Injury,2017,14,424083,3.3
Females,New York,75-79 yrs,Suicide Injury,2013,P,280842,.
Females,New York,75-79 yrs,Suicide Injury,2014,11,287224,3.83
Females,New York,75-79 yrs,Suicide Injury,2015,11,292359,3.76
Females,New York,75-79 yrs,Suicide Injury,2016,15,297948,5.03
Females,New York,75-79 yrs,Suicide Injury,2017,P,307711,.
Females,New York,80-84 yrs,Suicide Injury,2013,P,231369,.
Females,New York,80-84 yrs,Suicide Injury,2014,P,227953,.
Females,New York,80-84 yrs,Suicide Injury,2015,10,226374,4.42
Females,New York,80-84 yrs,Suicide Injury,2016,10,226884,4.41
Females,New York,80-84 yrs,Suicide Injury,2017,P,228531,.
Females,New York,85+ yrs,Suicide Injury,2013,P,288023,.
Females,New York,85+ yrs,Suicide Injury,2014,14,293133,4.78
Females,New York,85+ yrs,Suicide Injury,2015,P,297235,.
Females,New York,85+ yrs,Suicide Injury,2016,P,300351,.
Females,New York,85+ yrs,Suicide Injury,2017,P,302330,.
Males,North Carolina,00-04 yrs,Suicide Injury,2013,P,310106,.
Males,North Carolina,00-04 yrs,Suicide Injury,2014,P,308103,.
Males,North Carolina,00-04 yrs,Suicide Injury,2015,P,307399,.
Males,North Carolina,00-04 yrs,Suicide Injury,2016,P,308951,.
Males,North Carolina,00-04 yrs,Suicide Injury,2017,P,311460,.
Males,North Carolina,05-09 yrs,Suicide Injury,2013,P,328830,.
Males,North Carolina,05-09 yrs,Suicide Injury,2014,P,328219,.
Males,North Carolina,05-09 yrs,Suicide Injury,2015,P,327581,.
Males,North Carolina,05-09 yrs,Suicide Injury,2016,P,325301,.
Males,North Carolina,05-09 yrs,Suicide Injury,2017,P,322385,.
Males,North Carolina,10-14 yrs,Suicide Injury,2013,P,331721,.
Males,North Carolina,10-14 yrs,Suicide Injury,2014,P,332651,.
Males,North Carolina,10-14 yrs,Suicide Injury,2015,P,331399,.
Males,North Carolina,10-14 yrs,Suicide Injury,2016,11,332091,3.31
Males,North Carolina,10-14 yrs,Suicide Injury,2017,14,335927,4.17
Males,North Carolina,15-19 yrs,Suicide Injury,2013,33,333409,9.9
Males,North Carolina,15-19 yrs,Suicide Injury,2014,52,333076,15.61
Males,North Carolina,15-19 yrs,Suicide Injury,2015,43,337277,12.75
Males,North Carolina,15-19 yrs,Suicide Injury,2016,49,342080,14.32
Males,North Carolina,15-19 yrs,Suicide Injury,2017,48,344666,13.93
Males,North Carolina,20-24 yrs,Suicide Injury,2013,79,367777,21.48
Males,North Carolina,20-24 yrs,Suicide Injury,2014,73,369686,19.75
Males,North Carolina,20-24 yrs,Suicide Injury,2015,82,370308,22.14
Males,North Carolina,20-24 yrs,Suicide Injury,2016,89,366795,24.26
Males,North Carolina,20-24 yrs,Suicide Injury,2017,99,362558,27.31
Males,North Carolina,25-29 yrs,Suicide Injury,2013,91,319347,28.5
Males,North Carolina,25-29 yrs,Suicide Injury,2014,62,325617,19.04
Males,North Carolina,25-29 yrs,Suicide Injury,2015,81,335199,24.16
Males,North Carolina,25-29 yrs,Suicide Injury,2016,85,347745,24.44
Males,North Carolina,25-29 yrs,Suicide Injury,2017,114,358557,31.79
Males,North Carolina,30-34 yrs,Suicide Injury,2013,59,312538,18.88
Males,North Carolina,30-34 yrs,Suicide Injury,2014,83,313902,26.44
Males,North Carolina,30-34 yrs,Suicide Injury,2015,72,314315,22.91
Males,North Carolina,30-34 yrs,Suicide Injury,2016,63,317883,19.82
Males,North Carolina,30-34 yrs,Suicide Injury,2017,94,322231,29.17
Males,North Carolina,35-39 yrs,Suicide Injury,2013,71,305129,23.27
Males,North Carolina,35-39 yrs,Suicide Injury,2014,60,306249,19.59
Males,North Carolina,35-39 yrs,Suicide Injury,2015,70,309598,22.61
Males,North Carolina,35-39 yrs,Suicide Injury,2016,76,314747,24.15
Males,North Carolina,35-39 yrs,Suicide Injury,2017,89,318127,27.98
Males,North Carolina,40-44 yrs,Suicide Injury,2013,77,337224,22.83
Males,North Carolina,40-44 yrs,Suicide Injury,2014,92,332407,27.68
Males,North Carolina,40-44 yrs,Suicide Injury,2015,92,325151,28.29
Males,North Carolina,40-44 yrs,Suicide Injury,2016,88,315470,27.89
